# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  3 20:42:29 2024
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%imaging%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 106906 b,HD 106906,1,1,1,Imaging,2013,Las Campanas Observatory,Published Confirmed,0,<a refstr=BAILEY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780L...4B/abstract target=ref> Bailey et al. 2014 </a>,,,,,650.000000,,,0,,,,,,,,,3496.00000,636.00000,-636.00000,0,11.00000,2.00000,-2.00000,0,Mass,,,,,,,,,1800,100,-100,0,0,<a refstr=BAILEY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780L...4B/abstract target=ref> Bailey et al. 2014 </a>,F5 V,6516.00,165.00,-165.00,0,,,,,1.50,0.10,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h17m53.12s,184.4713308,-55d58m32.09s,-55.9755805,103.0290000,0.4610000,-0.4570000,7.8000000,0.0300000,-0.0300000,6.6830000,0.0260000,-0.0260000,7.6863900,0.0002160,-0.0002160,2014-05-14,2014-01,2014-05-14
HD 169142 b,HD 169142,1,1,1,Imaging,2023,Paranal Observatory,Published Confirmed,0,<a refstr=HAMMOND_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230211302H/abstract target=ref>Hammond et al. 2023</a>,,,,,37.200000,1.500000,-1.500000,0,,,,,,,,,953.48522,635.65681,-635.65681,0,3.00000,2.00000,-2.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=HAMMOND_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230211302H/abstract target=ref>Hammond et al. 2023</a>,,,,,,,,,,1.85,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h24m29.78s,276.1240717,-29d46m49.91s,-29.7805318,113.6000000,0.8330000,-0.8200000,8.1560000,0.0020000,-0.0020000,6.4100000,0.0240000,-0.0240000,8.0544900,0.0010040,-0.0010040,2023-03-15,2023-03,2023-03-15
HD 203030 b,HD 203030,0,1,1,Imaging,2006,Palomar Observatory,Published Confirmed,0,<a refstr=METCHEV___HILLENBRAND_2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651.1166M/abstract target=ref> Metchev & Hillenbrand 2006 </a>,,,,,487.100000,1.800000,-1.800000,0,,,,,,,,,7656.09700,2662.99100,-3661.61200,0,24.09000,8.37900,-11.52100,0,Mass,,,,,,,,,1206,74,-116,0,0,<a refstr=METCHEV___HILLENBRAND_2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...651.1166M/abstract target=ref> Metchev & Hillenbrand 2006 </a>,G8 V,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m58.37s,319.7432238,+26d13m50.10s,26.2305846,39.2503000,0.0949000,-0.0944000,8.4500000,0.0300000,-0.0300000,6.6530000,0.0230000,-0.0230000,8.2466300,0.0005420,-0.0005420,2014-05-14,2006-11,2014-05-14
HD 203030 b,HD 203030,1,1,1,Imaging,2006,Palomar Observatory,Published Confirmed,0,<a refstr=MILES_P_AACUTE_EZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..262M/abstract target=ref>Miles-P&aacute;ez et al. 2017</a>,,,,,,,,,14.460,0.673,-0.448,0,1.290,0.060,-0.040,0,3496.11248,1271.31363,-953.48522,0,11.00000,4.00000,-3.00000,0,Mass,,,,,,,,,1040,50,-50,0,0,<a refstr=MILES_P_AACUTE_EZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..262M/abstract target=ref>Miles-P&aacute;ez et al. 2017</a>,G8 V,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m58.37s,319.7432238,+26d13m50.10s,26.2305846,39.2503000,0.0949000,-0.0944000,8.4500000,0.0300000,-0.0300000,6.6530000,0.0230000,-0.0230000,8.2466300,0.0005420,-0.0005420,2021-09-08,2017-12,2021-09-08
HD 206893 b,HD 206893,1,1,2,Imaging,2021,Gemini Observatory,Published Confirmed,0,<a refstr=HINKLEY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220804867H/abstract target=ref>Hinkley et al. 2022</a>,9350.00000000,440.00000000,-440.00000000,0,9.600000,0.400000,-0.300000,0,14.011,0.224,-0.224,0,1.250,0.020,-0.020,0,8899.19540,699.22250,-667.43965,0,28.00000,2.20000,-2.10000,0,Mass,0.140000,0.050000,-0.050000,0,,,,,1429,6,-6,0,0,<a refstr=HINKLEY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220804867H/abstract target=ref>Hinkley et al. 2022</a>,F5 V,,,,,,,,,1.32,0.07,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h45m22.00s,326.3416874,-12d47m00.07s,-12.7833522,40.7583000,0.1072000,-0.1066000,6.6880400,0.0230000,-0.0230000,5.5930000,0.0210000,-0.0210000,6.5678300,0.0003200,-0.0003200,2022-12-05,2022-08,2022-12-05
HD 206893 b,HD 206893,0,1,2,Imaging,2021,Gemini Observatory,Published Confirmed,0,<a refstr=WARD_DUONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....5W/abstract target=ref>Ward-Duong et al. 2021</a>,10600.00000000,3000.00000000,-2400.00000000,0,10.400000,1.800000,-1.700000,0,,,,,,,,,8263.53858,4449.59770,-4449.59770,0,26.00000,14.00000,-14.00000,0,Mass,0.230000,0.130000,-0.160000,0,,,,,1500,300,-300,0,0,<a refstr=WARD_DUONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161....5W/abstract target=ref>Ward-Duong et al. 2021</a>,F5 V,6500.00,100.00,-100.00,0,,,,,1.31,0.03,-0.03,0,,,,,,4.45,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h45m22.00s,326.3416874,-12d47m00.07s,-12.7833522,40.7583000,0.1072000,-0.1066000,6.6880400,0.0230000,-0.0230000,5.5930000,0.0210000,-0.0210000,6.5678300,0.0003200,-0.0003200,2022-10-31,2021-01,2022-10-31
HD 206893 c,HD 206893,1,1,2,Imaging,2022,European Southern Observatory,Published Confirmed,0,<a refstr=HINKLEY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220804867H/abstract target=ref>Hinkley et al. 2022</a>,2090.00000000,44.00000000,-37.00000000,0,3.530000,0.080000,-0.060000,0,16.365,2.018,-0.673,0,1.460,0.180,-0.060,0,4036.42077,381.39409,-317.82841,0,12.70000,1.20000,-1.00000,0,Mass,0.410000,0.030000,-0.030000,0,,,,,1182,21,-54,0,0,<a refstr=HINKLEY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220804867H/abstract target=ref>Hinkley et al. 2022</a>,F5 V,,,,,,,,,1.32,0.07,-0.05,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h45m22.00s,326.3416874,-12d47m00.07s,-12.7833522,40.7583000,0.1072000,-0.1066000,6.6880400,0.0230000,-0.0230000,5.5930000,0.0210000,-0.0210000,6.5678300,0.0003200,-0.0003200,2022-12-05,2022-08,2022-12-05
HD 284149 AB b,HD 284149 A,0,2,1,Imaging,2017,Paranal Observatory,Published Confirmed,0,<a refstr=HOCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...85H/abstract target=ref>Hoch et al. 2023</a>,,,,,,,,,,,,,,,,,8981.83078,238.37131,-317.82841,0,28.26000,0.75000,-1.00000,0,Mass,,,,,,,,,2502,122,-211,0,0,<a refstr=HOCH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...85H/abstract target=ref>Hoch et al. 2023</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h06m38.81s,61.6616887,+20d18m10.92s,20.3030344,117.8070000,0.7130000,-0.7050000,9.5700000,0.0300000,-0.0300000,8.1000000,0.0290000,-0.0290000,9.4196700,0.0010390,-0.0010390,2024-06-10,2023-09,2024-06-10
HD 284149 AB b,HD 284149 A,1,2,1,Imaging,2017,Paranal Observatory,Published Confirmed,0,<a refstr=BONAVITA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A.106B/abstract target=ref>Bonavita et al. 2017</a>,,,,,431.160000,2.930000,-2.930000,0,,,,,,,,,8352.53054,931.23723,-931.23723,0,26.28000,2.93000,-2.93000,0,Mass,,,,,,,,,2395,113,-113,0,0,<a refstr=BONAVITA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A.106B/abstract target=ref>Bonavita et al. 2017</a>,,6035.00,65.00,-65.00,0,1.36,0.33,-0.33,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h06m38.81s,61.6616887,+20d18m10.92s,20.3030344,117.8070000,0.7130000,-0.7050000,9.5700000,0.0300000,-0.0300000,8.1000000,0.0290000,-0.0290000,9.4196700,0.0010390,-0.0010390,2024-06-11,2017-12,2024-06-11
HD 95086 b,HD 95086,0,1,1,Imaging,2013,Paranal Observatory,Published Confirmed,0,<a refstr=WOOD_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221203266W/abstract target=ref>Wood et al. 2022</a>,,,,,,,,,,,,,,,,,2288.36453,222.47988,-222.47988,0,7.20000,0.70000,-0.70000,0,Mass,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m02.90s,164.2621032,-68d40m02.25s,-68.6672917,86.2279000,0.2443000,-0.2431000,7.3600000,0.0300000,-0.0300000,6.7890000,0.0210000,-0.0210000,7.3091500,0.0002690,-0.0002690,2022-12-17,2022-12,2022-12-17
HD 95086 b,HD 95086,0,1,1,Imaging,2013,Paranal Observatory,Published Confirmed,0,<a refstr=RAMEAU_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...772L..15R/abstract target=ref> Rameau et al. 2013 </a>,,,,,56.000000,,,0,,,,,,,,,1589.00000,318.00000,-318.00000,0,5.00000,1.00000,-1.00000,0,Mass,,,,,,,,,,,,,0,<a refstr=RAMEAU_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...772L..15R/abstract target=ref> Rameau et al. 2013 </a>,A8 III,,,,,,,,,1.60,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m02.90s,164.2621032,-68d40m02.25s,-68.6672917,86.2279000,0.2443000,-0.2431000,7.3600000,0.0300000,-0.0300000,6.7890000,0.0210000,-0.0210000,7.3091500,0.0002690,-0.0002690,2014-05-16,2013-08,2014-05-16
HD 95086 b,HD 95086,0,1,1,Imaging,2013,Paranal Observatory,Published Confirmed,0,<a refstr=GALICHER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...565L...4G/abstract target=ref>Galicher et al. 2014</a>,,,,,,,,,,,,,,,,,1430.23500,317.83000,-317.83000,0,4.50000,1.00000,-1.00000,0,Mass,,,,,,,,,916,43,-44,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7595.00,96.18,-156.92,0,1.49,0.06,-0.04,0,1.77,0.36,-0.22,0,,,,,,4.34,0.10,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m02.90s,164.2621032,-68d40m02.25s,-68.6672917,86.2279000,0.2443000,-0.2431000,7.3600000,0.0300000,-0.0300000,6.7890000,0.0210000,-0.0210000,7.3091500,0.0002690,-0.0002690,2015-09-02,2014-05,2015-09-03
HD 95086 b,HD 95086,0,1,1,Imaging,2013,Paranal Observatory,Published Confirmed,0,<a refstr=GALICHER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...565L...4G/abstract target=ref>Galicher et al. 2014</a>,,,,,,,,,,,,,,,,,1748.06500,476.74500,-476.74500,0,5.50000,1.50000,-1.50000,0,Mass,,,,,,,,,1108,66,-65,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,7595.00,96.18,-156.92,0,1.49,0.06,-0.04,0,1.77,0.36,-0.22,0,,,,,,4.34,0.10,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m02.90s,164.2621032,-68d40m02.25s,-68.6672917,86.2279000,0.2443000,-0.2431000,7.3600000,0.0300000,-0.0300000,6.7890000,0.0210000,-0.0210000,7.3091500,0.0002690,-0.0002690,2015-09-02,2014-05,2015-09-03
HD 95086 b,HD 95086,1,1,1,Imaging,2013,Paranal Observatory,Published Confirmed,0,<a refstr=RAMEAU_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779L..26R/abstract target=ref> Rameau et al. 2013 </a>,,,,,55.700000,2.500000,-2.500000,0,,,,,,,,,1589.00000,636.00000,-636.00000,0,5.00000,2.00000,-2.00000,0,Mass,,,,,,,,,1000,200,-200,0,0,<a refstr=RAMEAU_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779L..26R/abstract target=ref> Rameau et al. 2013 </a>,,,,,,,,,,1.60,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m02.90s,164.2621032,-68d40m02.25s,-68.6672917,86.2279000,0.2443000,-0.2431000,7.3600000,0.0300000,-0.0300000,6.7890000,0.0210000,-0.0210000,7.3091500,0.0002690,-0.0002690,2014-05-14,2013-12,2014-05-14
HIP 21152 b,HIP 21152,1,2,1,Imaging,2022,Multiple Observatories,Published Confirmed,0,<a refstr=FRANSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221109840F/abstract target=ref>Franson et al. 2022</a>,22000.00000000,11000.00000000,-5800.00000000,0,17.000000,5.000000,-4.000000,0,,,,,,,,,7627.88177,1906.97044,-1271.31363,0,24.00000,6.00000,-4.00000,0,Mass,0.360000,0.370000,-0.250000,0,,,,,1300,50,-50,0,0,<a refstr=FRANSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221109840F/abstract target=ref>Franson et al. 2022</a>,F5 V,6655.00,125.00,-125.00,0,,,,,1.40,0.05,-0.05,0,0.130,0.050,-0.050,0,[Fe/H],4.30,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m04.93s,68.0205209,+05d24m36.27s,5.4100745,43.4073000,0.1311000,-0.1303000,6.3700900,0.0230000,-0.0230000,5.3330000,0.0210000,-0.0210000,6.2556800,0.0003405,-0.0003405,2022-12-05,2022-11,2022-12-05
HIP 21152 b,HIP 21152,0,2,1,Imaging,2022,Multiple Observatories,Published Confirmed,0,<a refstr=KUZUHARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220502729K/abstract target=ref>Kuzuhara et al. 2022</a>,23000.00000000,16000.00000000,-7000.00000000,0,17.500000,7.200000,-3.800000,0,,,,,,,,,8835.62971,2669.75862,-1716.27340,0,27.80000,8.40000,-5.40000,0,Mass,0.520000,0.350000,-0.350000,0,,,,,1250,50,-50,0,0,<a refstr=KUZUHARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220502729K/abstract target=ref>Kuzuhara et al. 2022</a>,F5 V,,,,,,,,,1.30,0.10,-0.10,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h32m04.93s,68.0205209,+05d24m36.27s,5.4100745,43.4073000,0.1311000,-0.1303000,6.3700900,0.0230000,-0.0230000,5.3330000,0.0210000,-0.0210000,6.2556800,0.0003405,-0.0003405,2022-07-12,2022-05,2022-07-12
HIP 39017 b,HIP 39017,1,1,1,Imaging,2024,Multiple Observatories,Published Confirmed,0,<a refstr=TOBIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..205T/abstract target=ref>Tobin et al. 2024</a>,31000.00000000,19000.00000000,-9500.00000000,0,22.100000,8.000000,-8.000000,0,,,,,,,,,7500.75041,2892.23850,-2351.93021,0,23.60000,9.10000,-7.40000,0,Mass,0.550000,0.350000,-0.390000,0,,,,,,,,,0,<a refstr=TOBIN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..205T/abstract target=ref>Tobin et al. 2024</a>,A9/F0,,,,,,,,,1.52,0.28,-0.26,0,-0.260,0.130,-0.130,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h59m03.98s,119.7665756,-04d19m57.36s,-4.3326006,66.3217000,0.2047000,-0.2035000,6.9607600,0.0230000,-0.0230000,6.2270000,0.0260000,-0.0260000,6.9045800,0.0010710,-0.0010710,2024-04-19,2024-05,2024-04-19
HIP 65426 b,HIP 65426,1,1,1,Imaging,2017,Paranal Observatory,Published Confirmed,0,<a refstr=CHAUVIN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L...9C/abstract target=ref>Chauvin et al. 2017</a>,,,,,92.000000,,,0,16.814,1.121,-1.121,0,1.500,0.100,-0.100,0,2860.47000,953.49000,-953.49000,0,9.00000,3.00000,-3.00000,0,Mass,,,,,,,,,1500,100,-200,0,0,<a refstr=CHAUVIN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L...9C/abstract target=ref>Chauvin et al. 2017</a>,A2 V,8840.00,200.00,-200.00,0,1.77,0.05,-0.05,0,1.96,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h24m36.04s,201.1501727,-51d30m16.34s,-51.5045384,108.8750000,0.7530000,-0.7420000,7.0100000,0.0300000,-0.0300000,6.7710000,0.0180000,-0.0180000,6.9827300,0.0003010,-0.0003010,2017-07-11,2017-09,2017-07-13
HIP 77900 b,HIP 77900,1,1,1,Imaging,2024,European Space Agency (ESA) Gaia Satellite,Published Confirmed,0,<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>,,,,,3319.000000,28.000000,-28.000000,0,,,,,,,,,6674.39655,317.82841,-317.82841,0,21.00000,1.00000,-1.00000,0,Mass,,,,,,,,,2507,16,-5,0,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h54m30.09s,238.6253901,-27d20m19.48s,-27.3387434,150.8620000,2.7435000,-2.7435000,6.1500000,0.0300000,-0.0300000,6.3000000,0.0160000,-0.0160000,6.1194400,0.0008533,-0.0008533,2024-05-08,2024-01,2024-05-08
